date,GDPC1,INDPRO,IMPGS,EXPGS,PAYEMS,UNRATE,RSXFS,W875RX1,INDPRO_pct_change_1m,INDPRO_pct_change_12m,INDPRO_ma3,INDPRO_ma12,INDPRO_trend,INDPRO_acceleration,PAYEMS_pct_change_1m,RSXFS_pct_change_1m,W875RX1_pct_change_1m,consumption_income_ratio,EXPGS_pct_change_1m,IMPGS_pct_change_1m,export_import_ratio,MMNRNJ_level,consumption_income_divergence,INDPRO_cycle,production_cycle,INDPRO_velocity,INDPRO_momentum_score,INDPRO_roc_3m,INDPRO_roc_6m,INDPRO_roc_12m,INDPRO_roc_acceleration
2017-05-26,19506.949,-0.5901306713501175,-0.9654297960922644,-0.9554190851224192,-0.8566135133340702,0.11594492902756741,-1.1248762336543527,-1.1070352045095202,-0.014344577293199217,-0.07055452402061935,-0.5867285471866303,-0.5685221531897591,-0.5836070651209815,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.1158262639215761,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.030669567559320186,-0.030669567559320186,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,-0.07055452402061935,0.004978745762853079
2017-05-27,19506.949,-0.5901306713501175,-0.9654297960922644,-0.9554190851224192,-0.8566135133340702,0.11594492902756741,-1.1248762336543527,-1.1070352045095202,-0.014344577293199217,-0.07055452402061935,-0.5867285471866303,-0.5685221531897591,-0.5762360150120559,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.1158262639215761,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.10658511440299852,-0.10658511440299852,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,-0.07055452402061935,0.004978745762853079
2017-05-28,19506.949,-0.5901306713501175,-0.9654297960922644,-0.9554190851224192,-0.8566135133340702,0.11594492902756741,-1.1248762336543527,-1.1070352045095202,-0.014344577293199217,-0.07055452402061935,-0.5867285471866303,-0.5685221531897591,-0.5688649649031302,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.1158262639215761,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.18250066124667685,-0.18250066124667685,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,-0.07055452402061935,0.004978745762853079
2017-05-29,19506.949,-0.5901306713501175,-0.9654297960922644,-0.9554190851224192,-0.8566135133340702,0.11594492902756741,-1.1248762336543527,-1.1070352045095202,-0.014344577293199217,-0.07055452402061935,-0.5867285471866303,-0.5685221531897591,-0.5614939147941985,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.1158262639215761,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.2584162080904171,-0.2584162080904171,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,-0.07055452402061935,0.004978745762853079
2017-05-30,19506.949,-0.5901306713501175,-0.9654297960922644,-0.9554190851224192,-0.8566135133340702,0.11594492902756741,-1.1248762336543527,-1.1070352045095202,-0.014344577293199217,-0.07055452402061935,-0.5867285471866303,-0.5685221531897591,-0.5541228646852788,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.1158262639215761,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.33433175493403355,-0.33433175493403355,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,-0.07055452402061935,0.004978745762853079
2017-05-31,19506.949,-0.5901306713501175,-0.9654297960922644,-0.9554190851224192,-0.8566135133340702,0.11594492902756741,-1.1248762336543527,-1.1070352045095202,-0.014344577293199217,-0.07055452402061935,-0.5867285471866303,-0.5685221531897591,-0.5467518145763471,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.1158262639215761,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.4102473017777738,-0.4102473017777738,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,-0.07055452402061935,0.004978745762853079
2017-06-01,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,1.1441860415767295,0.2502559874456245,-0.5571822384081845,-0.5612859014233352,-0.5393807644674155,0.859600131007935,1.6707662195149484,2.368419693851878,0.7431685937231778,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,2.399515786258263,0.4248237135028737,0.4248237135028737,1.2267186500376965,1.13241446158478,0.6158687440672047,0.4070114854157005,0.2502559874456245,0.8044660446945011
2017-06-02,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,-0.014344577293199217,0.2502559874456245,-0.5276359296297447,-0.5540496496569114,-0.5320097143584959,-0.8493568080767799,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,0.3489081666592573,0.3489081666592573,-0.01279427632327332,-0.47476865583498484,0.6158687440672047,0.4070114854157005,0.2502559874456245,0.004978745762853079
2017-06-03,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,-0.014344577293199217,0.2502559874456245,-0.4980896208513049,-0.5468133978904817,-0.5246386642495581,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,0.2729926198154551,0.2729926198154551,-0.01279427632327332,-0.004050409772105272,0.6158687440672047,0.4070114854157005,0.2502559874456245,0.004978745762853079
2017-06-04,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,-0.014344577293199217,0.2502559874456245,-0.4980896208513049,-0.5395771461240637,-0.5172676141406265,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,0.1970770729717148,0.1970770729717148,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,0.4070114854157005,0.2502559874456245,-0.794508553168795
2017-06-05,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,-0.014344577293199217,0.2502559874456245,-0.4980896208513049,-0.5323408943576339,-0.5098965640317008,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,0.12116152612803648,0.12116152612803648,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,0.4070114854157005,0.2502559874456245,0.004978745762853079
2017-06-06,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,-0.014344577293199217,0.2502559874456245,-0.4980896208513049,-0.5251046425912042,-0.5025255139227751,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,0.04524597928435814,0.04524597928435814,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,0.4070114854157005,0.2502559874456245,0.004978745762853079
2017-06-07,19506.949,-0.5011434002372765,-0.9654297960922644,-0.9554190851224192,-0.8188911535353188,0.02143646109170069,-1.09690658670314,-1.0979872262873027,-0.014344577293199217,0.2502559874456245,-0.4980896208513049,-0.5178683908247862,-0.4951544638138494,0.00512166146557757,-0.07131237111311903,-0.04850121672704802,-0.06332486636246729,-1.0709917878735686,-0.03780163634701038,-0.031935752837182384,0.6245179139196674,-0.16143943618341966,-0.0289276551998197,-0.030669567559320186,-0.030669567559320186,-0.01279427632327332,-0.004050409772105272,-0.03214125931791951,-0.047967176160303104,0.2502559874456245,0.004978745762853079
