Country,Model,Test_RMSE,Test_MAE,Test_R2,Test_MAPE
italy,Linear Regression,2.3011209177031517,2.136327736787146,-0.1014354064605425,426.2345611946646
italy,Ridge,1.849862445752994,1.3521973971558356,0.28819829460173296,128.45495031359286
italy,LASSO,2.60649474076493,1.4374254271777558,-0.413168207734413,56.35185429082075
italy,Random Forest,2.3563236088518686,1.5988378148303637,-0.15491499948164078,160.457882247246
italy,XGBoost,2.6046893722929867,1.4354647997639547,-0.41121124559482025,64.5976116092279
italy,Gradient Boosting,2.499411694806128,1.4870959761040181,-0.2994385529544885,86.21870504250917
italy,Stacking Ensemble,2.379863939558469,1.660363811201488,-0.17810611311987623,130.96519653529302
