Country,Horizon,Model,Train_RMSE,Val_RMSE,Test_RMSE,Train_R2,Val_R2,Test_R2,Test_Coverage_80,Test_Coverage_95
CANADA,h1,Ridge,8.809,33.225,4731132.956,0.714,-30.238,-9379689957942.895,0.0%,6.7%
CANADA,h1,LASSO,10.359,5.772,28.515,0.605,0.057,-339.733,33.3%,46.7%
CANADA,h1,Random Forest,11.459,9.238,3.500,0.517,-1.415,-4.134,80.0%,100.0%
CANADA,h1,XGBoost,13.365,5.494,1.779,0.343,0.146,-0.326,80.0%,93.3%
CANADA,h1,Gradient Boosting,14.707,6.298,2.592,0.204,-0.123,-1.815,86.7%,100.0%
CANADA,h1,Ensemble,N/A,N/A,3943.897,N/A,N/A,-6517924.448,93.3%,100.0%
