Country,Horizon,Model,Train_RMSE,Val_RMSE,Test_RMSE,Train_R2,Val_R2,Test_R2,Test_Coverage_80,Test_Coverage_95
CANADA,h2,Ridge,10.177,53.275,14425758.125,0.616,-75.392,-168948283035306.125,0.0%,21.4%
CANADA,h2,LASSO,11.912,6.434,7971981.617,0.474,-0.114,-51595172329850.406,0.0%,28.6%
CANADA,h2,Random Forest,13.580,7.152,1.513,0.317,-0.377,-0.859,71.4%,100.0%
CANADA,h2,XGBoost,5.868,6.450,1.211,0.872,-0.120,-0.192,64.3%,92.9%
CANADA,h2,Gradient Boosting,8.091,7.591,2.238,0.758,-0.551,-3.065,50.0%,100.0%
CANADA,h2,Ensemble,N/A,N/A,2001793.681,N/A,N/A,-3253232619499.438,100.0%,100.0%
