Country,Horizon,Model,Train_RMSE,Val_RMSE,Test_RMSE,Train_R2,Val_R2,Test_R2,Test_Coverage_80,Test_Coverage_95
CANADA,h4,Ridge,2.722,8.153,24197671.804,0.972,-0.755,-1034815551189095.500,0.0%,8.3%
CANADA,h4,LASSO,3.483,9.465,23852214.178,0.954,-1.365,-1005479413967262.875,0.0%,0.0%
CANADA,h4,Random Forest,8.937,5.999,0.964,0.700,0.050,-0.643,100.0%,100.0%
CANADA,h4,XGBoost,14.453,6.239,1.421,0.217,-0.027,-2.569,100.0%,100.0%
CANADA,h4,Gradient Boosting,2.691,5.390,1.239,0.973,0.233,-1.714,66.7%,100.0%
CANADA,h4,Ensemble,N/A,N/A,3584030.012,N/A,N/A,-22701735426890.398,100.0%,100.0%
