date,gdp_real,gdp_nominal,unemployment_rate,cpi_all_items,cpi_annual_growth,interest_rate_short_term,interest_rate_long_term,industrial_production_index,exports_volume,imports_volume,trade_balance,household_consumption,capital_formation,employment_level,money_supply_broad,exchange_rate_usd,stock_market_index,government_spending,population_total,population_working_age,country,gdp_growth_qoq,gdp_growth_yoy,ip_growth,employment_growth,consumption_growth,investment_growth,exports_growth,imports_growth,m2_growth,gdp_real_lag1,gdp_real_lag2,gdp_real_lag4,unemployment_rate_lag1,unemployment_rate_lag2,unemployment_rate_lag4,cpi_annual_growth_lag1,cpi_annual_growth_lag2,cpi_annual_growth_lag4,industrial_production_index_lag1,industrial_production_index_lag2,industrial_production_index_lag4,interest_rate_short_term_lag1,interest_rate_short_term_lag2,interest_rate_short_term_lag4,gdp_growth_yoy_lag1,gdp_growth_yoy_lag4,trade_gdp_ratio,gov_gdp_ratio,gdp_growth_yoy_ma4,unemployment_rate_ma4,cpi_annual_growth_ma4,gdp_real_diff,employment_level_diff,industrial_production_index_diff,gdp_volatility_4q,stock_volatility_4q,gdp_momentum,inflation_momentum,high_inflation_regime,high_volatility_regime,inflation_x_volatility,unemployment_x_inflation,stock_returns_1q,stock_volatility_4q_v6,risk_adjusted_returns,unemployment_momentum_v6,unemployment_vs_5y_avg,inflation_acceleration_v6,inflation_z_score
2000-03-31,444540.0,272305.0,5.791214,1.1,1.18295624210409,5.762,5.3707,97.20906,16.3028763285827,19.2121085630152,-2.13,248034000000.0,69114000000.0,57.928,413348000000.0,0.6323574168695649,99.19132,81789.0,58892514.0,37217000.0,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004791469833985693,18.398569307598866,,,,,,,,,,,0,0,,6.850752750660596,,,,,0.0,,
2000-06-30,447825.0,273916.0,5.501084,1.0,1.318041444289203,5.9032,5.2097,97.84097,16.7402734497589,19.7405435823816,-2.63,250654000000.0,73074000000.0,58.00661595945915,431589000000.0,0.6618938188181819,97.88135,84500.0,58946565.68731893,37272000.0,UK,0.7389661222837018,,,,,,,,,444540.0,,,5.791214,,,1.18295624210409,,,97.20906,,,5.762,,,,,-0.0005872829788421816,18.86897783732485,,,,3285.0,0.07861595945914956,0.6319100000000049,,,,,0,0,,7.250656700516226,-1.3206498310537773,,,-0.29013000000000044,-0.14506499999999978,0.135085202185113,
2000-09-30,450688.0,276174.0,5.315786,1.2,1.4194928235038173,6.1259,5.3873,98.15692,17.0362673978416,20.5867080155581,-2.54,253694000000.0,68011000000.0,58.05772388826205,441015000000.0,0.69757734135,97.99598,85257.0,59003026.178931214,37331000.0,UK,0.6393122313403721,,,,,,,,,447825.0,444540.0,,5.501084,5.791214,,1.318041444289203,1.18295624210409,,97.84097,97.20906,,5.9032,5.762,,,,-0.0005635827889804032,18.91707788980403,,,,2863.0,0.0511079288029066,0.31595000000000084,,0.010166505577630009,,,0,0,,7.545720078282064,0.11711117592883014,1.0166505577630007,0.1140711170351937,-0.18529799999999952,-0.22024199999999894,0.10145137921461433,
2000-12-31,453447.0,278357.0,5.229118,1.4,1.4897719637386524,5.7383,4.9118,101.3165,17.4453879905421,21.1693712888846,-3.18,256171000000.0,70115000000.0,58.08751931682598,459022000000.0,0.6819959873999998,94.45728,85080.0,59061203.42220542,37399000.0,UK,0.6121751633058725,,,,,,,,,450688.0,447825.0,,5.315786,5.501084,,1.4194928235038173,1.318041444289203,,98.15692,97.84097,,6.1259,5.9032,,,,-0.000701294748890168,18.762942526910532,,5.4593004999999994,1.3525656184089407,2759.0,0.02979542856392925,3.1595800000000054,,0.018802692161366808,,,0,0,,7.790193391481134,-3.6110664947684668,1.880269216136681,-1.9103450788606393,-0.08666800000000041,-0.23018249999999973,0.07027914023483506,
2001-03-31,457680.0,282889.0,5.088648,1.3,1.53234960272418,5.4017,4.703,101.9484,17.4328372774038,21.0677171743534,-1.86,256630000000.0,70186000000.0,58.103,476732000000.0,0.692499198909091,86.63519000000002,87754.0,59119673.0,37461000.0,UK,0.9335159346075761,2.9558644891348296,4.875409761188942,0.302099157574931,3.465653902287591,1.5510605666001043,6.931052693076123,9.658536985942256,15.334294589546825,453447.0,450688.0,444540.0,5.229118,5.315786,5.791214,1.4897719637386524,1.4194928235038173,1.18295624210409,101.3165,98.15692,97.20906,5.7383,6.1259,5.762,,,-0.00040639748295752496,19.1736584513197,,5.283659,1.439913958563963,4233.0,0.01548068317401885,0.6319000000000017,,0.0367422331237508,,0.3493933606200901,0,0,,7.797587741203194,-8.281087492673912,3.6742233123750805,-2.2477159473092323,-0.14046999999999965,-0.2965220000000004,0.04257763898552769,0.9547546237883107
2001-06-30,459620.0,286728.0,5.02845,1.8,1.5530781708765142,4.7796,5.1951,102.6856,16.561959831249,20.4497188377812,-2.56,258169000000.0,72760000000.0,58.11187840464604,483802000000.0,0.71287555652381,87.23643,86306.0,59180253.63186758,37527000.0,UK,0.42387694459009584,2.633841344275112,4.951535128893347,0.18146627491675282,2.998156821754283,-0.42970139858226064,-1.0651774539111147,3.592480888077154,12.09785235490246,457680.0,453447.0,447825.0,5.088648,5.229118,5.501084,1.53234960272418,1.4897719637386524,1.318041444289203,101.9484,101.3165,97.84097,5.4017,5.7383,5.9032,2.9558644891348296,,-0.000556981854575519,18.777685914451066,,5.1655005,1.498673140210791,1940.0,0.008878404646040394,0.7371999999999872,0.2277047494293243,0.0413981155544812,,0.23503672658731123,0,0,0.35364327574359,7.8095759283440085,0.6939905135545654,4.139811555448121,0.1672342235982868,-0.06019799999999975,-0.29726666666666635,0.020728568152334148,0.8985663076374654
2001-09-30,462016.0,288166.0,5.092117,1.8,1.5553032277836463,4.8526,4.9876,103.0016,16.2931709140117,19.5674074634807,-1.71,262061000000.0,72699000000.0,58.121053055870476,499404000000.0,0.6825601793000001,74.10683,88513.0,59242887.13467819,37582000.0,UK,0.5213002045167725,2.513490485657477,4.935647940053545,0.10907965963375954,3.2980677509125256,6.893002602520171,-4.361850318949823,-4.951255690356515,13.239685724975336,459620.0,457680.0,450688.0,5.02845,5.088648,5.315786,1.5530781708765142,1.53234960272418,1.4194928235038173,102.6856,101.9484,98.15692,4.7796,5.4017,6.1259,2.633841344275112,,-0.0003701170522232996,19.15799452832802,,5.10958325,1.5326257412807482,2396.0,0.009174651224434172,0.3160000000000025,0.22872035106505267,0.06742128228364423,,0.13581040427982893,0,0,0.35572950027128514,7.919786006351978,-15.050592969015353,6.742128228364424,-2.2290146839615153,0.0636669999999997,-0.2002282857142852,0.002225056907132039,0.7940076857779439
2001-12-31,463404.0,288352.0,5.18041,1.4,1.5428325700723988,4.5841,4.8928,102.0537,15.9503202149562,19.162117074185,-2.4,264186000000.0,70239000000.0,58.13764195447509,505710000000.0,0.6936693878888889,78.56064,90253.0,59306807.37210784,37647000.0,UK,0.3004224961905999,2.1958464826098645,0.7276208712302612,0.08628813596898155,3.1287694547782463,0.17685231405548674,-8.569988677789453,-9.481879207974153,10.171190051892932,462016.0,459620.0,453447.0,5.092117,5.02845,5.229118,1.5553032277836463,1.5530781708765142,1.4897719637386524,103.0016,102.6856,101.3165,4.8526,4.7796,5.7383,2.513490485657477,,-0.0005179066214361551,19.47609429353221,2.5747607004193207,5.097406250000001,1.5458908928641848,1388.0,0.016588898604616986,-0.94789999999999,0.3141446821274366,0.09355536252617631,,0.05306060633374643,0,0,0.4846726473012498,7.992505274328756,6.0099858542053575,9.35553625261763,0.6417129454307104,0.08829300000000018,-0.09794337499999983,-0.012470657711247446,0.6437377630703797
2002-03-31,464698.0,292486.0,5.168532,1.7,1.52040245947455,4.0431,5.2202,103.4229,15.9525636035204,19.261158659131,-2.13,264436000000.0,70130000000.0,58.168,503734000000.0,0.702498323666667,79.65878000000002,89914.0,59370479.0,37710000.0,UK,0.2792379867243344,1.5333857717182209,1.4463199030097407,0.11187029929606851,3.041733234617938,-0.07978799190722086,-8.4912951938243,-8.57500838971581,5.663978923168567,463404.0,462016.0,457680.0,5.18041,5.092117,5.088648,1.5428325700723988,1.5553032277836463,1.53234960272418,102.0537,103.0016,101.9484,4.5841,4.8526,5.4017,2.1958464826098645,2.9558644891348296,-0.00045836220513107437,19.34891047519034,2.2191410210651688,5.1173772500000005,1.5429041070517773,1294.0,0.030358045524906174,1.3691999999999922,0.4930925751164615,0.0918339784515526,-1.4224787174166087,-0.011947143249630088,0,0,0.7496991639557073,7.858248764672915,1.3978246613062462,9.18339784515526,0.15204657568940871,-0.011878000000000277,-0.0976189999999999,-0.02243011059784883,0.45559361357598904
2002-06-30,466935.0,295516.0,5.157545,1.3,1.4909684237400718,3.5006,5.099,98.99947,16.1938574112102,19.2418391719487,-2.47,265483000000.0,70128000000.0,58.217436723583575,517737000000.0,0.6733755974999999,72.29371999999998,91471.0,59436046.955636874,37776000.0,UK,0.48138791214940024,1.5915321352421463,-3.5897243625201525,0.18164671636065055,2.8330279777974976,-3.617372182517864,-2.222577664656966,-5.906583241628349,7.014233095357181,464698.0,463404.0,459620.0,5.168532,5.18041,5.02845,1.52040245947455,1.5428325700723988,1.5530781708765142,103.4229,102.0537,102.6856,4.0431,4.5841,4.7796,1.5333857717182209,2.633841344275112,-0.000528981549894525,19.58966451433283,1.9585637188069271,5.149651,1.5273766702676668,2237.0,0.049436723583575315,-4.423429999999996,0.4760025548215058,0.09639719199206863,-1.0423092090329655,-0.06210974713644246,0,0,0.7097047788584676,7.689736739018488,-9.245760479886888,9.639719199206866,-0.9581377746874562,-0.01098700000000008,-0.09774539999999998,-0.029434035734478226,0.23073316347338987
