Country,Model,Test_RMSE,Test_MAE,Test_R2,Test_MAPE
canada,Linear Regression,35.67521886383735,32.047111568703066,-461.8425190620891,6746.287838634815
canada,Ridge,36.27147508522946,31.98570070810944,-477.443206010087,7103.461575792814
canada,LASSO,36.470228043305845,32.40942153883325,-482.7009207860183,7177.126875074661
canada,Random Forest,1.8877639726241229,1.6433834747388345,-0.2959711784984913,452.16897835731345
canada,XGBoost,1.682398092621536,1.3205162213660602,-0.029336779465425122,237.6585128434396
canada,Gradient Boosting,2.062679095930569,1.4253257067924767,-0.5472599737766655,156.3686284362458
canada,Stacking Ensemble,19.627763147486657,19.22663815392569,-139.10110915834872,3531.62504493569
