,gdp_real,gdp_nominal,unemployment_rate,cpi_all_items,cpi_annual_growth,interest_rate_short_term,interest_rate_long_term,industrial_production_index,exports_volume,imports_volume,trade_balance,household_consumption,capital_formation,employment_level,money_supply_broad,exchange_rate_usd,stock_market_index,government_spending,population_total,population_working_age
2000-01-01,431553.163842648,361616.2,,1.461752,1.67595988720928,3.0429,5.66,107.2544,22.8443057601792,23.2312790036805,1.91,238479700000.0,104173400000.0,,,0.98659965515,98.18359,101676.593395137,60918661.0,24.6040042583603
2000-02-01,,,,,,3.2757,5.62,107.5486,,,,,,,,1.01583126038095,105.3725,,,
2000-03-01,,,,,,3.5104,5.43,108.2645,,,,,,,,1.03626881430435,109.6896,,,
2000-04-01,436371.029559662,366613.8,,1.423246,,3.685,5.33,108.9019,23.8715021580998,24.1745220845814,1.76,240630000000.0,104581600000.0,,,1.057506551,105.852,102151.884299431,,
2000-05-01,,,,,,3.92,5.5,110.2356,,,,,,,,1.1019083055909098,107.8977,,,
2000-06-01,,,,,,4.2945,5.32,108.8038,,,,,,,,1.05298371918182,110.947,,,
2000-07-01,439753.121163989,371656.8,,1.903914,,4.3086,5.4,110.0983,24.002831863719,25.138123027436,0.88,241876000000.0,104915400000.0,,,1.06541093333333,110.7003,102506.445281974,,
2000-08-01,,,,,,4.4191,5.36,109.1078,,,,,,,,1.10593816330435,111.967,,,
2000-09-01,,,,,,4.5905,5.42,109.3628,,,,,,,,1.1483974475714298,111.9686,,,
2000-10-01,442419.391961789,375583.1,,1.913168,,4.7627,5.36,110.6573,25.1946101428662,26.6475523807502,1.02,242015100000.0,105094600000.0,,,1.171642344,105.3168,102661.948259806,,
2000-11-01,,,,,,4.8291,5.29,110.4612,,,,,,,,1.16781840709524,105.4762,,,
2000-12-01,,,,,,4.8268,5.04,111.3732,,,,,,,,1.11084724065,100.8238,,,
2001-01-01,444715.085346573,379010.8,,1.306284,1.63478079549602,4.7559,4.94,110.9515,24.4790881039464,25.1923740968627,1.54,244544500000.0,105329100000.0,,,1.06510992013636,99.78284,102784.541023848,61364377.0,24.7954958564477
2001-02-01,,,,,,4.9925,4.93,111.6576,,,,,,,,1.0853814393,97.40707,,,
2001-03-01,,,,,,4.7814,4.84,112.1479,,,,,,,,1.10101394831818,90.1658,,,
2001-04-01,444822.260826265,381412.0,,2.050618,,5.0642,5.0,110.2944,24.1365963910449,24.7318599637747,1.59,246462100000.0,105542200000.0,,,1.118874966,91.85268,102906.867667562,,
2001-05-01,,,,,,4.6536,5.21,111.128,,,,,,,,1.143491682,95.85862,,,
2001-06-01,,,,,,4.5395,5.15,111.1868,,,,,,,,1.1708814672381005,91.24416,,,
2001-07-01,447382.8833725,385064.7,,1.776798,,4.5055,5.15,109.657,23.2695431908461,23.4197398948313,1.95,247624000000.0,105905100000.0,,,1.16093285659091,86.31496,103212.285096358,,
2001-08-01,,,,,,4.4913,4.95,112.3538,,,,,,,,1.10859362878261,84.85224000000001,,,
2001-09-01,,,,,,3.9865,4.94,110.7357,,,,,,,,1.09583135555,71.22739,,,
2001-10-01,445427.582186,385754.3,,1.404832,,3.9713,4.72,110.0199,22.2817571071146,22.1547134808176,1.74,249110200000.0,106187700000.0,,,1.10384873391304,73.33598,103403.714318356,,
2001-11-01,,,,,,3.5073,4.57,108.7646,,,,,,,,1.12572307731818,78.01146,,,
2001-12-01,,,,,,3.3389,4.87,109.4217,,,,,,,,1.11988998488889,78.71862,,,
2002-01-01,447973.651146561,390176.9,,2.15183,1.9234122872706,3.2936,4.93,109.4118,22.2789925224766,22.5337588263236,1.2,249666700000.0,106443500000.0,,,1.13291086557143,79.00004,103579.353734277,61812142.0,24.9477711089087
2002-02-01,,,,,,3.283,4.99,109.8335,,,,,,,,1.1485257019,76.41946,,,
2002-03-01,,,,,,3.264,5.24,110.3141,,,,,,,,1.14076238890476,81.21696,,,
2002-04-01,450076.464602679,393487.6,,1.624719,,3.3162,5.24,111.0103,22.3552675275494,22.1416559296426,1.3,251365300000.0,107411800000.0,,,1.1276855728181798,80.50818000000001,104531.443558052,,
2002-05-01,,,,,,3.31,5.26,110.0199,,,,,,,,1.08912031656522,78.11144,,,
2002-06-01,,,,,,3.3485,5.11,109.9022,,,,,,,,1.04543044505,70.79169,,,
2002-07-01,451964.657588567,397287.1,,1.774398,,3.3017,4.96,108.7548,22.0879006451975,21.5810241458443,1.36,252916600000.0,107991400000.0,,,1.00834930243478,62.83196,105124.803180827,,
2002-08-01,,,,,,3.2927,4.67,110.7259,,,,,,,,1.02246676136364,61.03434,,,
2002-09-01,,,,,,3.3186,4.46,109.3922,,,,,,,,1.018930549,55.69793000000001,,,
2002-10-01,452341.97277273,399443.1,,2.145484,,3.3004,4.55,108.4998,21.7751383831589,21.6958453434696,0.91,253986300000.0,108683400000.0,,,1.01855763682609,53.45279,105926.801140088,,
2002-11-01,,,,,,3.3043,4.53,109.5491,,,,,,,,0.9983914570476192,57.48641,,,
2002-12-01,,,,,,3.0945,4.38,106.9798,,,,,,,,0.9816505963684208,56.35672,,,
2003-01-01,453716.657760362,401597.4,7.9222350000000015,2.366263,2.0984721914692295,2.7868,4.22,109.2157,21.9166531216926,22.6664697992573,0.54,254955500000.0,108808300000.0,80.88632,,0.940409409954545,54.84589,106202.856626121,62249855.0,25.040210951183
2003-02-01,,,,,,2.7635,4.01,110.1768,,,,,,,,0.92759539015,50.73352,,,
2003-03-01,,,,,,2.749,4.1,109.3432,,,,,,,,0.926530916619048,48.53165,,,
2003-04-01,451709.700328411,402156.2,8.089597999999999,1.912854,,2.5605,4.22,109.353,20.9507051822732,21.3934113152318,0.89,255161500000.0,109460200000.0,80.60469,,0.919937204636364,51.73661,106915.43815546,,
2003-05-01,,,,,,2.5571,3.89,106.8033,,,,,,,,0.8642839573636361,53.55896,,,
2003-06-01,,,,,,2.2133,3.69,106.4895,,,,,,,,0.8568760615238091,56.33199,,,
2003-07-01,456605.185169025,408947.1,8.036089999999998,1.93227,,2.0783,4.01,108.4116,20.8315284420048,20.9348331209645,0.73,256262200000.0,109879100000.0,80.60551,,0.879662635565217,56.91606,107382.035795734,,
2003-08-01,,,,,,2.0981,4.16,107.9311,,,,,,,,0.896928097333333,58.97385,,,
2003-09-01,,,,,,2.0209,4.23,107.5486,,,,,,,,0.888519456863636,60.80991,,,
2003-10-01,458182.182964927,412077.9,8.34941,2.184437,,2.0148,4.28,110.1572,21.4958791948285,21.4739347213474,0.87,257147200000.0,110678800000.0,80.4882,,0.8546855464347829,60.81502,108126.285644003,,
2003-11-01,,,,,,1.973,4.41,107.9997,,,,,,,,0.8534178999500001,62.63466999999999,,,
2003-12-01,,,,,,2.0567,4.34,108.6764,,,,,,,,0.8131120243333331,63.89473,,,
2004-01-01,463142.530082437,418054.0,8.518631,1.800087,2.1420896464024106,2.0214,4.2,109.3432,20.9867919009888,21.2195817879902,1.0,258698000000.0,111312800000.0,80.58665,,0.7927523476666669,66.3772,108615.148684982,62707588.0,25.1590771458885
2004-02-01,,,,,,2.0315,4.14,110.471,,,,,,,,0.79142678405,67.63,,,
2004-03-01,,,,,,2.0057,3.98,110.1179,,,,,,,,0.8155332246956519,67.38299,,,
2004-04-01,465196.112890716,420802.8,8.380013,2.390643,,2.078,4.18,110.1375,21.4249926618401,22.0456993656332,0.9,259843400000.0,111926100000.0,80.92641,,0.8335187209999999,68.79276,109192.541088128,,
2004-05-01,,,,,,2.0152,4.34,109.5197,,,,,,,,0.8324215129047621,66.46670999999999,,,
2004-06-01,,,,,,2.0277,4.39,110.6083,,,,,,,,0.823177725863636,67.85228000000001,,,
2004-07-01,466841.835952306,423920.2,8.475923,2.285804,,2.0677,4.27,111.0495,21.1184664782432,22.2709757890282,0.19,259669300000.00003,112230900000.0,80.62255,,0.815449970954545,66.76049,109513.837029776,,
2004-08-01,,,,,,2.0405,4.11,107.1171,,,,,,,,0.8202851114090909,65.60526,,,
2004-09-01,,,,,,2.0518,4.09,110.8534,,,,,,,,0.817896862136364,67.48566,,,
2004-10-01,470979.276620546,430220.9,8.497391999999998,2.090756,,2.1114,3.98,111.7066,21.1598835761533,22.6545609956949,-0.07,263527200000.0,112565400000.0,80.71077,,0.8010767147619051,68.06031999999999,109925.34776233,,
2004-11-01,,,,,,2.085,3.86,109.8531,,,,,,,,0.7693685486363641,69.65716,,,
2004-12-01,,,,,,2.0535,3.64,110.0885,,,,,,,,0.7454376067391301,70.15225,,,
2005-01-01,472391.603289647,433422.9,8.257612,1.7215189999999998,1.74586936380482,2.0771,3.58,111.8439,20.5641247618373,22.199064001023,-0.15,264797800000.0,112925600000.0,81.01984,,0.7628096826190479,71.6784,110376.599130405,63180854.0,25.265680743455
2005-02-01,,,,,,2.0585,3.6,110.6181,,,,,,,,0.7676513350499999,74.36838,,,
2005-03-01,,,,,,2.0567,3.75,108.1958,,,,,,,,0.758813429434783,75.58381,,,
2005-04-01,473459.315423878,437296.1,8.444155999999998,1.701914,,2.0757,3.54,111.0201,20.5052821490066,22.2867490105306,-0.52,265849200000.0,113373300000.0,80.83635,,0.7726796172857141,74.97421,110945.298269529,,
2005-05-01,,,,,,2.07,3.38,109.8237,,,,,,,,0.7885121195,75.27122,,,
2005-06-01,,,,,,2.0623,3.2,109.706,,,,,,,,0.8225777412727271,78.19745999999996,,,
2005-07-01,477032.220707053,442475.4,8.613283000000001,1.88025,,2.0729,3.27,109.3922,21.3672537967853,23.2950887877888,-0.5,267105600000.0,113726500000.0,80.96519,,0.829936078714286,81.40564,111430.346919153,,
2005-08-01,,,,,,2.0609,3.3,108.7548,,,,,,,,0.8133932101304351,83.10595999999998,,,
2005-09-01,,,,,,2.0941,3.13,111.5105,,,,,,,,0.8166935065,84.38403000000001,,,
2005-10-01,480310.820146581,447336.6,8.658172999999998,1.67977,,2.0671,3.29,108.2449,21.7494503827522,23.8356647217671,-0.68,269044600000.0,113783500000.0,80.78577,,0.831279693190476,83.93515999999998,111523.134206553,,
2005-11-01,,,,,,2.0859,3.5,112.599,,,,,,,,0.847904099363636,84.99443000000002,,,
2005-12-01,,,,,,2.2757,3.38,111.2457,,,,,,,,0.843182467863636,88.35233000000001,,,
2006-01-01,484526.868144855,452925.0,8.731817999999999,1.7842779999999998,1.67512449608723,2.3264,3.34,110.5396,21.4513289702356,23.3465903870092,-0.73,271040600000.0,114530000000.0,81.00669,,0.825230608636364,91.27856,112309.07623941,63622342.0,25.2561649414524
2006-02-01,,,,,,2.3495,3.51,109.8041,,,,,,,,0.83755990065,94.03708,,,
2006-03-01,,,,,,2.52,3.69,111.7752,,,,,,,,0.831187266217391,96.84693,,,
2006-04-01,490358.453989986,460343.4,8.566601,1.912496,,2.6283,3.95,111.2261,21.7917467385801,23.7413476743469,-0.44,272997900000.00003,115000200000.0,81.15589,,0.8141953955,98.47603,112595.244297875,,
2006-05-01,,,,,,2.5768,4.0,113.0011,,,,,,,,0.782905714217391,96.27094,,,
2006-06-01,,,,,,2.6977,4.01,112.7853,,,,,,,,0.789752016636364,90.70633,,,
2006-07-01,490700.463253345,464861.0,8.51804,1.694274,,2.8138,4.03,111.3143,21.093680398195,23.3163114889918,-0.62,273349000000.0,115078700000.0,81.53367,,0.7878321156666669,92.85659,112538.117134312,,
2006-08-01,,,,,,2.9683,3.9,110.5494,,,,,,,,0.780600743304348,95.74197,,,
2006-09-01,,,,,,3.0410000000000004,3.77,112.2754,,,,,,,,0.785348418952381,97.52185,,,
2006-10-01,493376.885626339,469979.1,7.976178,1.3125639999999998,,3.2782,3.81,111.3241,21.223809297381,23.1390123867716,-0.45,273829500000.0,115679400000.0,81.87018,,0.7922798053636361,101.0671,113218.675517617,,
2006-11-01,,,,,,3.3277,3.74,110.6279,,,,,,,,0.775805355454545,103.0948,,,
2006-12-01,,,,,,3.5011,3.81,112.5107,,,,,,,,0.7576693085238101,104.0213,,,
2007-01-01,498523.374901369,477225.2,8.089069999999998,1.162397,1.4879980595386,3.5632,4.07,111.3143,21.1541578012456,23.1866794047804,-0.64,276393700000.0,116381000000.0,81.79004,,0.7692050271739129,106.8663,113894.000201154,64016890.0,25.2890466951257
2007-02-01,,,,,,3.5695,4.1,112.3146,,,,,,,,0.7641653326000001,109.1066,,,
2007-03-01,,,,,,3.6909,4.0,113.1776,,,,,,,,0.7547579095,105.7482,,,
2007-04-01,501803.411732074,483043.7,7.800026,1.172879,,3.8195,4.21,111.3045,21.3028843726384,23.8803780384743,-0.79,279711000000.0,116998500000.0,82.03411,,0.740196535095238,112.0622,114542.091904546,,
2007-05-01,,,,,,3.7905,4.34,114.0013,,,,,,,,0.740158730043478,115.78,,,
2007-06-01,,,,,,3.9557,4.62,113.5502,,,,,,,,0.7450341002380949,115.0771,,,
2007-07-01,503393.076537731,487748.5,7.647500999999998,1.268129,,4.0632,4.58,113.6679,21.0384167770033,23.8695483507549,-0.86,281699600000.0,117500300000.0,82.25476,,0.728967981954545,114.2116,115045.591563519,,
2007-08-01,,,,,,4.0474,4.39,114.3642,,,,,,,,0.7341981740434781,105.8525,,,
2007-09-01,,,,,,4.0286,4.36,111.736,,,,,,,,0.71884956405,106.8182,,,
2007-10-01,503917.814154563,491312.2,7.093139,2.3454080000000004,,3.9414,4.4,114.2661,20.8186066613784,23.9624905457047,-1.54,282367300000.0,117713600000.0,82.67942,,0.7027786407391299,110.7067,115154.346070548,,
2007-11-01,,,,,,4.0221,4.23,112.2656,,,,,,,,0.6807399047727271,105.8713,,,
2007-12-01,,,,,,3.8791,4.35,112.4715,,,,,,,,0.6867732255500001,106.4562,,,
2008-01-01,508275.175673001,499298.2,6.824613,2.948832,2.8128619491478695,4.0218,4.15,113.4816,21.7896603617587,24.5782960400717,-1.33,281300200000.0,117770800000.0,83.11561,,0.6796661957391299,97.47723,115166.676312373,64375116.0,25.4630170062984
2008-02-01,,,,,,4.0279,4.08,114.4818,,,,,,,,0.678629145190476,92.01046,,,
2008-03-01,,,,,,4.091,4.02,113.2168,,,,,,,,0.644097590571429,88.03220999999996,,,
2008-04-01,504486.661713162,499000.1,6.978265,3.304873,,3.9868,4.27,115.5998,20.9866733843657,24.5870986163154,-2.02,281300200000.0,117923500000.0,83.37553,,0.6350929536363641,93.04339,115231.077431544,,
2008-05-01,,,,,,4.0097,4.41,110.2258,,,,,,,,0.642545454545455,95.62424,,,
2008-06-01,,,,,,4.0067,4.73,109.8531,,,,,,,,0.6429047619047621,88.99633,,,
2008-07-01,503262.902799195,498128.9,7.0932580000000005,3.249972,,4.1908,4.69,110.6867,21.2343748778837,25.148247908217,-2.07,281502700000.0,118561200000.0,83.20846999999999,,0.6346086956521739,81.34650999999998,116117.169414186,,
2008-08-01,,,,,,4.2989,4.4,109.2549,,,,,,,,0.669,83.69379,,,
2008-09-01,,,,,,4.2733,4.36,108.745,,,,,,,,0.697045454545455,80.19181999999996,,,
2008-10-01,496880.257111289,492708.3,7.355972,1.760576,,3.8198,4.18,106.7445,19.9126709824809,23.0994357829118,-1.38,280669000000.0,119364400000.0,83.15765,,0.7533478260869559,65.51549,116851.484103575,,
2008-11-01,,,,,,3.1502,3.98,101.4391,,,,,,,,0.7861,61.7864,,,
2008-12-01,,,,,,2.4864,3.54,100.076,,,,,,,,0.74475,59.87777,,,
2009-01-01,487420.42642264,482185.5,8.227164999999998,0.6248871,0.0876204781574486,1.8122,3.6,96.35931,17.9132445463122,20.9086902632769,-1.43,280228400000.0,120158700000.0,82.47903000000001,,0.7583,58.65347,117846.241886471,64706436.0,25.6976738947315
2009-02-01,,,,,,1.2571,3.68,95.02562,,,,,,,,0.78065,55.14827,,,
2009-03-01,,,,,,1.062,3.65,93.29967,,,,,,,,0.766863636363636,51.5998,,,
2009-04-01,488275.764010357,482516.1,8.798256,-0.2066262999999999,,0.8418999999999999,3.66,93.26044,17.7151029250643,20.4358082708713,-1.37,281984200000.0,121074400000.0,82.17596,,0.7574090909090909,57.11496,118949.842883172,,
2009-05-01,,,,,,0.7821,3.8,94.37839,,,,,,,,0.731952380952381,61.6219,,,
2009-06-01,,,,,,0.698,3.9,95.61401,,,,,,,,0.713568181818182,61.73479,,,
2009-07-01,489380.21945657,483506.3,8.811158,-0.4232465999999999,,0.3575999999999999,3.73,95.25117,18.3727056964812,20.6485296211264,-0.58,282227900000.0,121680100000.0,81.94881,,0.709826086956522,61.24561,119632.086695215,,
2009-08-01,,,,,,0.3474999999999999,3.59,96.7908,,,,,,,,0.701,67.56683000000001,,,
