,cpi_all_items,industrial_production_index,stock_market_index,population_total,population_working_age,unemployment_rate,interest_rate_short_term,interest_rate_long_term,interest_rate_10y,interest_rate_2y,interest_rate_5y,interest_rate_3m,yield_curve_spread,corporate_bond_baa,corporate_bond_aaa,ted_spread,consumer_sentiment,capacity_utilization,gdp_real,gdp_nominal,household_consumption,capital_formation,government_spending,exports_volume,imports_volume,employment_level,building_permits,housing_starts,trade_balance,money_supply_broad,country
2010-09-30,218.275,92.8533,1141.199951171875,309378227.0,199527400.0,9.466666666666669,0.1888043478260869,2.786666666666666,2.786666666666666,0.54,1.5466666666666666,0.1566666666666666,2.24578125,5.776666666666666,4.58,0.2323809523809523,68.3,74.45183333333334,16872.266,15141.607,10300.754,2236.495,3158.301,1877.253,2431.195,139396.0,563.0,594.0,-44333.0,8718.7,usa
2010-12-31,220.472,93.5916,1257.6400146484375,309378227.0,200027000.0,9.5,0.1895652173913043,2.8633333333333333,2.8633333333333333,0.4833333333333333,1.4866666666666666,0.1366666666666667,2.391290322580645,5.913333333333333,4.8566666666666665,0.1535,71.26666666666667,75.0437,16960.864,15309.474,10430.304,2238.44,3164.317,1972.116,2495.702,139301.0,632.0,539.0,-41721.0,8822.7,usa
2011-03-31,223.046,93.9684,1325.8299560546875,311839461.0,199551100.0,9.033333333333331,0.1545555555555555,3.4600000000000004,3.4600000000000004,0.6933333333333334,2.12,0.1266666666666666,2.763709677419355,6.09,5.13,0.1801639344262295,73.06666666666666,75.55226666666667,16920.632,15351.448,10558.195,2205.962,3155.768,2040.407,2608.884,139639.0,583.0,600.0,-44312.0,8966.8,usa
2011-06-30,224.806,94.0493,1320.6400146484375,311839461.0,199980200.0,9.066666666666666,0.0946153846153846,3.2099999999999995,3.2099999999999995,0.5666666666666667,1.8633333333333333,0.0466666666666666,2.63984126984127,5.8500000000000005,5.036666666666666,0.2176666666666666,71.86666666666666,75.7758,17035.114,15557.539,10673.018,2297.352,3168.261,2116.132,2697.224,139384.0,636.0,608.0,-49882.0,9176.5,usa
2011-09-30,226.597,95.0244,1131.4200439453125,311839461.0,200255500.0,9.0,0.0835869565217391,2.4266666666666663,2.4266666666666663,0.2833333333333333,1.153333333333333,0.0233333333333333,2.135,5.463333333333334,4.463333333333334,0.2739682539682539,59.66666666666666,76.3717,17031.313,15647.68,10755.029,2322.84,3136.922,2156.793,2723.903,140183.0,610.0,650.0,-43477.0,9545.1,usa
2011-12-31,227.223,96.1809,1257.5999755859375,311839461.0,200320300.0,8.633333333333333,0.0743478260869565,2.0466666666666664,2.0466666666666664,0.2633333333333333,0.9533333333333336,0.0133333333333333,1.7831147540983605,5.253333333333333,3.926666666666667,0.4645,64.8,76.79046666666666,17222.583,15842.259,10809.186,2504.095,3130.765,2150.123,2751.911,140902.0,697.0,694.0,-49473.0,9677.1,usa
2012-03-31,228.807,96.5609,1408.469970703125,314339099.0,201253500.0,8.266666666666667,0.1041758241758241,2.036666666666666,2.036666666666666,0.2866666666666667,0.8966666666666666,0.0666666666666666,1.750483870967742,5.2,3.896666666666667,0.4412903225806451,75.5,77.12706666666666,17367.01,16068.805,10959.301,2567.75,3144.024,2189.981,2792.253,142036.0,806.0,695.0,-49749.0,9846.0,usa
2012-06-30,228.524,97.4768,1362.1600341796875,314339099.0,201445900.0,8.2,0.1523076923076923,1.8233333333333333,1.8233333333333333,0.29,0.7866666666666666,0.0866666666666666,1.53625,5.093333333333334,3.8,0.3803389830508474,76.3,77.18376666666667,17444.525,16207.115,11005.055,2636.863,3130.438,2215.586,2780.827,142391.0,794.0,757.0,-42941.0,10012.8,usa
2012-09-30,231.015,97.2217,1440.6700439453125,314339099.0,201602300.0,8.033333333333333,0.1443478260869565,1.643333333333333,1.643333333333333,0.26,0.6666666666666666,0.1033333333333333,1.383492063492063,4.873333333333334,3.456666666666667,0.3235483870967742,74.96666666666665,76.79186666666666,17469.65,16319.541,11059.393,2644.119,3139.112,2227.734,2750.817,143044.0,930.0,847.0,-38794.0,10216.3,usa
2012-12-31,231.221,98.1884,1426.18994140625,314339099.0,201851200.0,7.8,0.161195652173913,1.7066666666666668,1.7066666666666668,0.27,0.6933333333333334,0.0866666666666666,1.4395081967213117,4.573333333333333,3.5400000000000005,0.2271666666666666,79.39999999999999,76.82503333333334,17489.852,16420.419,11165.703,2638.282,3132.308,2237.498,2753.373,143330.0,941.0,976.0,-36334.0,10474.1,usa
2013-03-31,232.282,99.047,1569.18994140625,316726282.0,202026500.0,7.733333333333333,0.1436666666666666,1.95,1.95,0.2666666666666666,0.8266666666666667,0.0866666666666666,1.6881666666666666,4.81,3.8766666666666665,0.2048333333333333,76.66666666666667,77.10186666666667,17662.4,16648.189,11277.664,2746.42,3123.454,2255.929,2755.277,143316.0,936.0,1010.0,-34314.0,10572.6,usa
2013-06-30,232.445,99.2221,1606.280029296875,316726282.0,202275000.0,7.533333333333334,0.1158241758241758,1.9966666666666668,1.9966666666666668,0.27,0.9166666666666666,0.0499999999999999,1.71609375,4.836666666666667,3.963333333333333,0.2237096774193548,81.66666666666667,77.20033333333333,17709.671,16728.687,11315.681,2780.242,3131.143,2261.403,2759.783,143999.0,942.0,839.0,-34426.0,10691.3,usa
2013-09-30,233.544,100.021,1681.550048828125,316726282.0,202627100.0,7.233333333333333,0.0852173913043478,2.7100000000000004,2.7100000000000004,0.3666666666666667,1.5066666666666666,0.0333333333333333,2.340625,5.403333333333333,4.506666666666667,0.2292063492063492,81.56666666666666,77.31866666666666,17860.45,16953.838,11408.359,2892.354,3135.192,2285.116,2767.183,144418.0,1004.0,850.0,-39917.0,10848.9,usa
2013-12-31,234.719,100.374,1848.3599853515625,316726282.0,202741100.0,6.933333333333334,0.0855434782608695,2.7466666666666666,2.7466666666666666,0.3266666666666666,1.4400000000000002,0.0633333333333333,2.416935483870968,5.3566666666666665,4.593333333333334,0.1818032786885245,76.93333333333334,77.68036666666667,18016.147,17192.019,11551.229,2934.291,3140.517,2349.24,2783.259,144778.0,1005.0,1002.0,-33636.0,11046.9,usa
2014-03-31,236.028,101.7435,1872.3399658203125,319257560.0,202706900.0,6.666666666666667,0.0722222222222222,2.763333333333333,2.763333333333333,0.3733333333333333,1.6033333333333333,0.0466666666666666,2.3906557377049182,5.116666666666666,4.44,0.1867213114754098,80.93333333333334,78.04673333333334,17953.974,17197.738,11646.001,2922.765,3139.06,2343.602,2853.69,145648.0,1067.0,970.0,-42940.0,11218.2,usa
2014-06-30,237.231,102.5774,1960.22998046875,319257560.0,203035700.0,6.2,0.0909890109890109,2.623333333333333,2.623333333333333,0.42,1.6566666666666665,0.0333333333333333,2.2014285714285715,4.82,4.216666666666667,0.1955737704918032,82.83333333333333,78.93426666666666,18185.911,17518.508,11810.451,3059.096,3154.366,2395.168,2900.572,146247.0,1010.0,911.0,-38895.0,11382.8,usa
2014-09-30,237.477,102.9417,1972.2900390625,319257560.0,203210800.0,6.066666666666666,0.0891304347826087,2.4966666666666666,2.4966666666666666,0.5166666666666666,1.7,0.0266666666666666,1.98453125,4.74,4.116666666666667,0.2061904761904762,82.96666666666665,79.15310000000001,18406.941,17804.228,11959.79,3142.047,3191.749,2399.191,2888.549,146778.0,1077.0,1023.0,-41672.0,11502.8,usa
2014-12-31,236.252,103.6151,2058.89990234375,319257560.0,203430000.0,5.7,0.1013043478260869,2.28,2.28,0.54,1.6033333333333335,0.0233333333333333,1.7393548387096776,4.74,3.8766666666666665,0.2127868852459016,89.76666666666667,79.4029,18500.031,17912.079,12081.561,3172.016,3189.253,2376.218,2906.969,147615.0,1072.0,1073.0,-42838.0,11701.0,usa
2015-03-31,235.976,101.7869,2067.889892578125,321815121.0,203972000.0,5.533333333333334,0.1128888888888888,1.9666666666666668,1.9666666666666668,0.6033333333333334,1.4533333333333334,0.0266666666666666,1.3642622950819672,4.5,3.5700000000000003,0.2360655737704918,95.5,78.37253333333332,18666.621,18063.529,12119.763,3282.283,3187.915,2299.045,2825.476,148128.0,1072.0,960.0,-48732.0,11902.8,usa
2015-06-30,237.657,100.4588,2063.110107421875,321815121.0,204403600.0,5.433333333333334,0.1256043956043956,2.1666666666666665,2.1666666666666665,0.6133333333333333,1.5233333333333334,0.02,1.55171875,4.833333333333333,3.896666666666667,0.2621311475409836,94.23333333333332,77.2233,18782.243,18279.784,12264.14,3291.104,3234.067,2300.441,2809.968,148816.0,1379.0,1205.0,-42425.0,12004.6,usa
2015-09-30,237.498,100.633,1920.030029296875,321815121.0,204600800.0,5.1000000000000005,0.1347826086956521,2.22,2.22,0.6933333333333334,1.5533333333333337,0.04,1.530625,5.243333333333333,4.086666666666667,0.2723809523809524,90.73333333333332,77.28086666666667,18857.418,18401.626,12382.494,3303.66,3253.554,2260.724,2798.806,148826.0,1144.0,1224.0,-41641.0,12154.3,usa
2015-12-31,237.761,98.9471,2043.93994140625,321815121.0,204768100.0,5.033333333333333,0.1610869565217391,2.19,2.19,0.8333333333333334,1.586666666666667,0.1233333333333333,1.352258064516129,5.419999999999999,3.9933333333333336,0.2865573770491803,91.3,76.2696,18892.206,18435.137,12423.353,3276.879,3258.142,2222.279,2745.517,150128.0,1211.0,1146.0,-41003.0,12368.2,usa
2016-03-31,238.08,98.1635,2059.739990234375,324353340.0,205199200.0,4.9,0.3597802197802198,1.92,1.92,0.8366666666666666,1.3733333333333333,0.2866666666666667,1.078032786885246,5.306666666666667,3.9266666666666654,0.3368333333333334,91.56666666666666,75.76573333333333,19001.69,18525.933,12523.156,3244.317,3270.141,2181.957,2693.639,151218.0,1118.0,1111.0,-36801.0,12628.6,usa
2016-06-30,240.222,98.7315,2098.860107421875,324353340.0,205541500.0,4.933333333333334,0.3693406593406593,1.7533333333333332,1.7533333333333332,0.7733333333333333,1.2433333333333334,0.2566666666666666,0.97890625,4.666666666666667,3.59,0.3853968253968254,92.4,75.46056666666667,19062.709,18711.702,12665.124,3246.381,3289.566,2221.936,2711.306,151223.0,1208.0,1203.0,-41719.0,12835.1,usa
2016-09-30,241.176,98.6552,2168.27001953125,324353340.0,205736800.0,4.9,0.394891304347826,1.5633333333333332,1.5633333333333332,0.7266666666666667,1.1266666666666667,0.2966666666666666,0.83625,4.256666666666667,3.3366666666666664,0.4934920634920635,90.33333333333331,75.5924,19197.938,18892.639,12797.126,3261.571,3315.171,2270.0,2751.229,151761.0,1303.0,1068.0,-37004.0,13033.8,usa
2016-12-31,242.637,99.0406,2238.830078125,324353340.0,205955200.0,4.766666666666667,0.4481521739130434,2.1300000000000003,2.1300000000000003,1.0066666666666666,1.61,0.43,1.1291803278688524,4.64,3.81,0.495,93.06666666666666,75.5083,19304.352,19089.379,12921.989,3360.952,3337.245,2268.339,2799.145,152157.0,1248.0,1252.0,-40976.0,13225.8,usa
2017-03-31,243.892,99.0492,2362.719970703125,326608609.0,205316800.0,4.566666666666666,0.698888888888889,2.4433333333333334,2.4433333333333334,1.24,1.9433333333333331,0.59,1.202258064516129,4.66,3.96,0.4730645161290323,97.23333333333332,75.58816666666667,19398.343,19280.084,13097.306,3363.101,3353.096,2339.728,2873.148,153065.0,1272.0,1190.0,-41124.0,13428.4,usa
2017-06-30,244.163,100.337,2423.409912109375,326608609.0,205629000.0,4.366666666666667,0.9473626373626376,2.263333333333333,2.263333333333333,1.2933333333333332,1.81,0.89,0.9633333333333334,4.496666666666667,3.8,0.3091803278688524,96.36666666666667,76.79896666666666,19506.949,19438.643,13188.73,3432.968,3370.444,2349.681,2903.18,153318.0,1353.0,1249.0,-42579.0,13558.1,usa
2017-09-30,246.435,99.7482,2519.360107421875,326608609.0,205686800.0,4.333333333333333,1.1536956521739128,2.2433333333333336,2.2433333333333336,1.3633333333333333,1.8166666666666669,1.0366666666666668,0.8787301587301587,4.333333333333333,3.6533333333333338,0.2777419354838709,95.1,76.76083333333334,19660.766,19692.595,13325.065,3500.142,3398.886,2384.524,2916.022,154286.0,1273.0,1181.0,-41593.0,13722.7,usa
2017-12-31,247.805,101.4871,2673.610107421875,326608609.0,205878700.0,4.166666666666667,1.2046739130434785,2.37,2.37,1.6966666666666663,2.07,1.2066666666666668,0.6770967741935483,4.27,3.56,0.2575409836065574,98.36666666666667,78.11290000000001,19882.352,20037.088,13551.401,3574.446,3466.137,2479.107,3034.004,153904.0,1311.0,1177.0,-46535.0,13873.5,usa
2018-03-31,249.577,102.1943,2640.8701171875,328529577.0,206219800.0,4.033333333333333,1.4469999999999998,2.76,2.76,2.1633333333333336,2.536666666666666,1.5599999999999998,0.5980327868852459,4.47,3.7466666666666666,0.369344262295082,98.93333333333334,78.75636666666666,20044.077,20328.553,13745.074,3645.635,3513.876,2517.268,3093.299,155214.0,1385.0,1318.0,-43514.0,13975.8,usa
2018-06-30,251.018,103.2256,2718.3701171875,328529577.0,206563300.0,3.9333333333333336,1.736923076923077,2.92,2.92,2.473333333333333,2.766666666666667,1.84,0.44359375,4.776666666666666,3.936666666666667,0.4961290322580645,98.33333333333331,79.7734,20150.476,20580.912,13891.294,3662.727,3570.715,2562.172,3105.995,155762.0,1345.0,1192.0,-44928.0,14109.7,usa
2018-09-30,252.182,104.1038,2913.97998046875,328529577.0,206675500.0,3.766666666666667,1.9261956521739128,2.926666666666667,2.926666666666667,2.6733333333333333,2.813333333333333,2.04,0.2579365079365079,4.8133333333333335,3.91,0.3016129032258064,98.06666666666666,80.40043333333334,20276.154,20798.73,14002.199,3788.692,3626.086,2535.501,3153.747,156015.0,1314.0,1250.0,-50245.0,14229.1,usa
2018-12-31,252.767,104.0451,2506.85009765625,328529577.0,206806300.0,3.8333333333333335,2.220108695652174,3.033333333333333,3.033333333333333,2.8000000000000003,2.876666666666667,2.316666666666667,0.2383606557377049,5.14,4.126666666666666,0.3138333333333333,98.13333333333333,80.38086666666668,20304.874,20917.867,14099.199,3802.028,3650.847,2537.415,3171.622,156817.0,1317.0,1095.0,-54997.0,14382.3,usa
2019-03-31,254.277,102.8361,2834.39990234375,330226227.0,206110400.0,3.8666666666666663,2.401777777777778,2.6533333333333333,2.6533333333333333,2.4833333333333334,2.466666666666667,2.3866666666666667,0.1678688524590164,4.97,3.83,0.2980327868852458,94.46666666666664,79.41633333333333,20431.641,21111.6,14150.191,3850.77,3702.934,2540.244,3132.539,156701.0,1295.0,1191.0,-48154.0,14525.9,usa
2019-06-30,255.213,102.5425,2941.760009765625,330226227.0,206504800.0,3.633333333333333,2.397362637362637,2.333333333333333,2.333333333333333,2.12,2.1166666666666667,2.3000000000000003,0.2109523809523809,4.596666666666667,3.5933333333333333,0.2044262295081967,98.46666666666664,78.7309,20602.275,21397.938,14350.662,3903.996,3761.243,2547.448,3165.41,157232.0,1299.0,1243.0,-48703.0,14771.0,usa
2019-09-30,256.43,102.4601,2976.739990234375,330226227.0,206315800.0,3.6,2.1921739130434785,1.7966666666666666,1.7966666666666666,1.6866666666666668,1.63,1.98,0.11203125,4.0200000000000005,3.1,0.2133333333333333,93.8,78.50133333333333,20843.322,21717.171,14548.282,3939.599,3814.837,2532.405,3117.952,158339.0,1469.0,1311.0,-44400.0,15031.0,usa
2019-12-31,258.63,101.9421,3230.780029296875,330226227.0,206316300.0,3.6,1.6456521739130436,1.7933333333333332,1.7933333333333332,1.59,1.6166666666666665,1.5766666666666669,0.2008064516129032,3.9133333333333336,3.026666666666667,0.3536666666666666,97.2,77.9124,20985.448,21933.217,14701.038,3880.57,3864.968,2537.466,3050.824,158845.0,1443.0,1548.0,-43639.0,15347.6,usa
2020-03-31,258.076,97.606,2584.590087890625,331577720.0,205281900.0,3.8333333333333335,1.254945054945055,1.3766666666666667,1.3766666666666667,1.1,1.1566666666666667,1.11,0.2835483870967742,3.89,2.9133333333333336,0.44,96.63333333333333,76.53896666666667,20709.212,21751.238,14503.098,3807.7,3942.036,2430.941,2932.536,155353.0,1346.0,1266.0,-42374.0,15993.4,usa
2020-06-30,257.042,91.6745,3100.2900390625,331577720.0,205538000.0,13.0,0.0587912087912088,0.6866666666666666,0.6866666666666666,0.1933333333333333,0.3566666666666667,0.1433333333333333,0.493968253968254,3.9066666666666663,2.4566666666666666,0.4554098360655738,74.06666666666666,66.8603,19077.992,19958.291,13193.297,3270.187,4021.699,1829.691,2356.583,142342.0,1334.0,1266.0,-49161.0,18140.6,usa
2020-09-30,259.997,95.8914,3363.0,331577720.0,206100200.0,8.799999999999999,0.0926086956521739,0.65,0.65,0.14,0.2733333333333334,0.1133333333333333,0.5096875,3.313333333333333,2.2333333333333334,0.1393650793650794,75.66666666666667,73.32693333333334,20558.879,21704.437,14479.206,3911.004,4001.844,2116.753,2804.369,147620.0,1636.0,1473.0,-57002.0,18596.4,usa
2020-12-31,262.045,98.2039,3756.070068359375,331577720.0,206215100.0,6.766666666666667,0.0888043478260869,0.8633333333333333,0.8633333333333333,0.1533333333333333,0.3733333333333333,0.0933333333333333,0.7148387096774194,3.3000000000000003,2.303333333333333,0.1319672131147541,79.8,74.96116666666667,20791.917,22087.16,14749.812,4064.655,4030.804,2277.965,3036.076,149975.0,1752.0,1614.0,-61928.0,19133.0,usa
2021-03-31,264.847,98.1929,3972.889892578125,332099760.0,205091500.0,6.233333333333333,0.0768888888888888,1.3166666666666669,1.3166666666666669,0.1333333333333333,0.6033333333333334,0.0499999999999999,1.2037704918032788,3.466666666666667,2.7300000000000004,0.1488524590163934,80.23333333333333,75.64833333333333,21082.134,22680.693,15255.411,4058.943,4155.388,2393.033,3182.082,150644.0,1756.0,1696.0,-65658.0,19823.2,usa
2021-06-30,270.71,99.6483,4297.5,332099760.0,205379500.0,5.933333333333334,0.0682417582417582,1.5933333333333335,1.5933333333333335,0.1733333333333333,0.84,0.0266666666666666,1.4165625,3.553333333333333,2.8833333333333333,0.131311475409836,85.56666666666666,77.3425,21440.929,23425.91,16027.569,4049.667,4174.293,2522.815,3348.435,151734.0,1654.0,1650.0,-71187.0,20472.9,usa
2021-09-30,273.942,98.9955,4307.5400390625,332099760.0,205483300.0,5.066666666666666,0.09,1.3233333333333337,1.3233333333333337,0.2266666666666666,0.7966666666666667,0.0466666666666666,1.0990625,3.236666666666667,2.55,0.0763492063492063,74.76666666666667,78.2702,21617.828,23982.379,16380.73,4255.263,4219.865,2581.341,3454.82,153843.0,1640.0,1577.0,-74657.0,20979.1,usa
2021-12-31,280.806,101.1948,4766.18017578125,332099760.0,205398400.0,4.2,0.0794565217391304,1.5366666666666668,1.5366666666666668,0.5266666666666667,1.18,0.0533333333333333,1.0016129032258063,3.31,2.65,0.1083333333333333,69.89999999999999,79.52953333333333,21988.737,24813.6,16815.018,4622.306,4285.062,2777.597,3686.382,156099.0,1919.0,1722.0,-79238.0,21471.0,usa
2022-03-31,287.467,102.6732,4530.41015625,334017321.0,206787300.0,3.8333333333333335,0.1214444444444444,1.94,1.94,1.4433333333333334,1.82,0.3066666666666667,0.4866129032258064,3.9466666666666663,3.203333333333333,0.113076923076923,63.13333333333333,80.401,21932.71,25250.347,17148.997,4814.294,4336.227,2865.226,3914.397,158206.0,1868.0,1712.0,-99398.0,21721.3,usa
2022-06-30,295.072,102.8224,3785.3798828125,334017321.0,207354200.0,3.633333333333333,0.7668131868131868,2.93,2.93,2.72,2.9466666666666668,1.0766666666666669,0.2120967741935484,5.016666666666667,4.043333333333333,,57.86666666666667,81.0732,21967.045,25861.292,17606.575,4811.513,4439.375,3093.734,4089.904,158094.0,1737.0,1551.0,-79785.0,21642.8,usa
2022-09-30,296.421,103.5326,3585.6201171875,334017321.0,207520300.0,3.533333333333333,2.182934782608696,3.106666666666667,3.106666666666667,3.3833333333333333,3.23,2.6633333333333336,-0.28109375,5.3500000000000005,4.239999999999999,,56.1,81.0209,22125.625,26336.304,17893.122,4812.308,4486.473,3129.075,3984.675,158810.0,1600.0,1488.0,-67781.0,21521.0,usa
2022-12-31,298.808,101.8266,3839.5,334017321.0,207665400.0,3.5666666666666664,3.653369565217392,3.83,3.83,4.39,4.0,4.04,-0.5606557377049181,5.973333333333334,4.81,,58.8,80.1648,22278.345,26770.514,18111.361,4939.217,4570.552,3057.684,3908.3,159259.0,1410.0,1308.0,-70521.0,21219.0,usa
2023-03-31,301.643,102.8143,4109.31005859375,336806231.0,208126900.0,3.533333333333333,4.514555555555556,3.6466666666666665,3.6466666666666665,4.346666666666667,3.8,4.626666666666667,-0.6964516129032258,5.6000000000000005,4.52,,64.60000000000001,79.5997,22439.607,27216.445,18487.025,4883.84,4640.498,3085.516,3880.433,160812.0,1480.0,1377.0,-58587.0,20876.1,usa
2023-06-30,304.099,102.3809,4450.3798828125,336806231.0,208622800.0,3.533333333333333,4.988131868131869,3.5933333333333333,3.5933333333333333,4.263333333333333,3.693333333333333,5.073333333333333,-0.6685714285714285,5.683333333333334,4.596666666666667,,62.3,79.12816666666667,22580.499,27530.055,18693.128,4961.052,4673.36,3016.211,3813.697,160979.0,1464.0,1421.0,-65163.0,20782.7,usa
2023-09-30,307.374,103.3081,4288.0498046875,336806231.0,209018200.0,3.6666666666666665,5.259239130434783,4.15,4.15,4.916666666666667,4.3133333333333335,5.29,-0.766984126984127,5.973333333333334,4.913333333333333,,69.56666666666666,78.93050000000001,22840.989,28074.846,18961.848,5088.8,4789.733,3082.082,3847.616,161442.0,1537.0,1371.0,-59565.0,20720.4,usa
2023-12-31,308.735,102.6309,4769.830078125,336806231.0,209263000.0,3.8,5.33,4.44,4.44,4.803333333333334,4.42,5.283333333333333,-0.3608064516129032,6.1866666666666665,5.21,,64.93333333333334,78.27656666666667,23033.78,28424.722,19190.599,5161.154,4861.013,3109.632,3897.676,161124.0,1519.0,1521.0,-63888.0,20701.3,usa
2024-03-31,312.107,102.5186,5254.35009765625,340110988.0,208421800.0,3.8333333333333335,5.33,4.16,4.16,4.483333333333333,4.123333333333334,5.233333333333333,-0.3259016393442623,5.733333333333333,4.97,,78.43333333333334,77.70356666666667,23082.119,28708.161,19443.834,5155.029,4931.777,3164.101,3986.579,161425.0,1476.0,1312.0,-66266.0,20900.8,usa
2024-06-30,313.131,103.2534,5460.47998046875,340110988.0,208845900.0,4.0,5.33,4.443333333333333,4.443333333333333,4.823333333333333,4.46,5.243333333333333,-0.3774603174603175,5.923333333333333,5.22,,71.5,77.97306666666667,23286.508,29147.044,19756.093,5290.171,4995.15,3192.632,4087.002,161155.0,1461.0,1327.0,-73892.0,21052.9,usa
2024-09-30,314.851,102.5954,5762.47998046875,340110988.0,209293700.0,4.166666666666667,5.264782608695652,3.9466666666666663,3.9466666666666663,4.03,3.790000000000001,4.989999999999999,-0.0859375,5.62,4.89,,68.13333333333334,77.631,23478.57,29511.664,20032.818,5330.249,5086.922,3256.486,4194.811,161802.0,1434.0,1357.0,-81498.0,21257.5,usa
2024-12-31,317.603,103.0447,5906.93994140625,340110988.0,209626000.0,4.133333333333333,4.647934782608695,4.283333333333333,4.283333333333333,4.153333333333333,4.13,4.4,0.13,5.736666666666667,5.096666666666667,,72.10000000000001,77.12723333333334,23586.542,29825.182,20351.292,5261.83,5150.725,3248.255,4186.921,161661.0,1480.0,1514.0,-96948.0,21424.5,usa
