Country,Horizon,Model,Train_RMSE,Val_RMSE,Test_RMSE,Train_R2,Val_R2,Test_R2,Test_Coverage_80,Test_Coverage_95
UK,h3,Ridge,1.018,11.356,1.642,0.567,0.065,-12.676,23.1%,69.2%
UK,h3,LASSO,1.393,12.238,0.611,0.191,-0.085,-0.891,100.0%,100.0%
UK,h3,Random Forest,0.950,11.879,0.745,0.624,-0.023,-1.815,46.2%,100.0%
UK,h3,XGBoost,1.242,11.787,0.475,0.356,-0.007,-0.146,92.3%,100.0%
UK,h3,Gradient Boosting,1.183,11.782,0.527,0.416,-0.006,-0.410,84.6%,100.0%
UK,h3,Ensemble,N/A,N/A,0.623,N/A,N/A,-0.969,84.6%,100.0%
