Country,Horizon,Model,Train_RMSE,Val_RMSE,Test_RMSE,Train_R2,Val_R2,Test_R2,Test_Coverage_80,Test_Coverage_95
UK,h2,Ridge,0.950,11.649,2.207,0.625,0.016,-11.085,14.3%,28.6%
UK,h2,LASSO,1.392,12.141,0.698,0.194,-0.069,-0.209,57.1%,100.0%
UK,h2,Random Forest,0.898,11.541,1.106,0.665,0.034,-2.036,14.3%,78.6%
UK,h2,XGBoost,1.243,11.729,0.674,0.357,0.002,-0.127,85.7%,100.0%
UK,h2,Gradient Boosting,1.181,11.648,0.811,0.420,0.016,-0.632,71.4%,100.0%
UK,h2,Ensemble,N/A,N/A,0.844,N/A,N/A,-0.767,85.7%,100.0%
