Country,Horizon,Model,Train_RMSE,Val_RMSE,Test_RMSE,Train_R2,Val_R2,Test_R2,Test_Coverage_80,Test_Coverage_95
GERMANY,h3,Ridge,1.498,4.769,9.891,0.433,0.084,-351.187,15.4%,23.1%
GERMANY,h3,LASSO,1.916,5.490,4.605,0.072,-0.214,-75.329,0.0%,53.8%
GERMANY,h3,Random Forest,1.456,5.323,1.686,0.464,-0.141,-9.232,38.5%,100.0%
GERMANY,h3,XGBoost,1.567,5.214,1.692,0.379,-0.095,-9.312,30.8%,100.0%
GERMANY,h3,Gradient Boosting,0.825,5.280,1.425,0.828,-0.123,-6.311,15.4%,92.3%
GERMANY,h3,Ensemble,N/A,N/A,3.132,N/A,N/A,-34.313,76.9%,92.3%
