Country,Model,Test_RMSE,Test_MAE,Test_R2,Test_MAPE
germany,Linear Regression,0.6248888220747821,0.5476533988596495,0.7086007049050042,136.5037916506983
germany,Ridge,1.6829886064268522,1.467472773100855,-1.1137096801535766,298.84406093505527
germany,LASSO,0.6688323778727705,0.6195755229312112,0.6661759955736681,142.21578529498237
germany,Random Forest,2.1081107410905333,2.0015255772147746,-2.3164222996580643,458.77566928825865
germany,XGBoost,1.7455294856298706,1.5922443045131738,-1.2737219966087703,349.8188092824675
germany,Gradient Boosting,1.8694838579840274,1.6915509549616763,-1.6081131196848282,364.44887942473827
germany,Stacking Ensemble,2.6054790267050256,2.4582824217497086,-4.065917906582694,557.2859385921336
