Country,Model,Test_RMSE,Test_MAE,Test_R2,Test_MAPE
france,Linear Regression,1.3331870320102748,1.0058731468860362,-0.31819692589196436,69.95607601439178
france,Ridge,2.0081828987610044,1.881277756660772,-1.9909190721169248,237.28707732001783
france,LASSO,2.011783226797888,1.9410190890859522,-2.001653097038467,234.81842956027887
france,Random Forest,1.2985504514444988,1.1000108972533842,-0.2505924095757832,137.84522683052057
france,XGBoost,1.3028399655173333,1.1079390254377102,-0.2588682434901437,124.72840768371314
france,Gradient Boosting,1.236222439757288,1.0379863244785767,-0.1334213223121321,121.27624582394809
france,Stacking Ensemble,1.3143760973269865,1.0900765275083943,-0.28126050306689887,140.6084827340391
